"id" "tipo_local" "cor"
"cpf_4561" "rural" "branca"
"cpf_4562" "urbano" "branca"
"cpf_4563" "urbano" "branca"
"cpf_4564" "urbano" "parda"
"cpf_4565" "urbano" "branca"
"cpf_4566" "rural" "parda"
"cpf_4567" "urbano" "branca"
"cpf_4568" "urbano" "branca"
"cpf_4569" "urbano" "parda"
"cpf_4570" "urbano" "preta"
"cpf_4571" "urbano" "branca"
"cpf_4572" "rural" "parda"
"cpf_4573" "urbano" "branca"
"cpf_4574" "urbano" "branca"
"cpf_4575" "urbano" "branca"
"cpf_4576" "urbano" "parda"
"cpf_4577" "urbano" "parda"
"cpf_4578" "urbano" "branca"
"cpf_4579" "urbano" "branca"
"cpf_4580" "urbano" "parda"
"cpf_4581" "rural" "parda"
"cpf_4582" "urbano" "branca"
"cpf_4583" "rural" "parda"
"cpf_4584" "rural" "parda"
"cpf_4585" "urbano" "preta"
"cpf_4586" "urbano" "branca"
"cpf_4587" "urbano" "parda"
"cpf_4588" "urbano" "branca"
"cpf_4589" "urbano" "branca"
"cpf_4590" "urbano" "branca"
"cpf_4591" "urbano" "branca"
"cpf_4592" "urbano" "branca"
"cpf_4593" "rural" "parda"
"cpf_4594" "urbano" "parda"
"cpf_4595" "urbano" "preta"
"cpf_4596" "urbano" "parda"
"cpf_4597" "rural" "branca"
"cpf_4598" "urbano" "parda"
"cpf_4599" "rural" "parda"
"cpf_4600" "rural" "branca"
"cpf_4601" "urbano" "parda"
"cpf_4602" "rural" "parda"
"cpf_4603" "urbano" "parda"
"cpf_4604" "urbano" "parda"
"cpf_4605" "urbano" "parda"
"cpf_4606" "urbano" "branca"
"cpf_4607" "urbano" "branca"
"cpf_4608" "urbano" "branca"
"cpf_4609" "urbano" "branca"
"cpf_4610" "urbano" "parda"
"cpf_4611" "urbano" "parda"
"cpf_4612" "urbano" "preta"
"cpf_4613" "urbano" "branca"
"cpf_4614" "urbano" "parda"
"cpf_4615" "urbano" "parda"
"cpf_4616" "urbano" "branca"
"cpf_4617" "urbano" "parda"
"cpf_4618" "urbano" "parda"
"cpf_4619" "urbano" "parda"
"cpf_4620" "urbano" "parda"
"cpf_4621" "urbano" "parda"
"cpf_4622" "urbano" "branca"
"cpf_4623" "urbano" "branca"
"cpf_4624" "urbano" "parda"
"cpf_4625" "rural" "parda"
"cpf_4626" "rural" "parda"
"cpf_4627" "urbano" "branca"
"cpf_4628" "urbano" "branca"
"cpf_4629" "urbano" "parda"
"cpf_4630" "urbano" "branca"
"cpf_4631" "urbano" "preta"
"cpf_4632" "urbano" "parda"
"cpf_4633" "urbano" "parda"
"cpf_4634" "urbano" "branca"
"cpf_4635" "urbano" "preta"
"cpf_4636" "rural" "parda"
"cpf_4637" "urbano" "preta"
"cpf_4638" "urbano" "parda"
"cpf_4639" "urbano" "parda"
"cpf_4640" "urbano" "preta"
"cpf_4641" "urbano" "branca"
"cpf_4642" "urbano" "branca"
"cpf_4643" "urbano" "branca"
"cpf_4644" "urbano" "parda"
"cpf_4645" "rural" "branca"
"cpf_4646" "rural" "preta"
"cpf_4647" "urbano" "branca"
"cpf_4648" "urbano" "branca"
"cpf_4649" "urbano" "branca"
"cpf_4650" "urbano" "branca"
"cpf_4651" "urbano" "branca"
"cpf_4652" "urbano" "parda"
"cpf_4653" "urbano" "branca"
"cpf_4654" "urbano" "parda"
"cpf_4655" "urbano" "parda"
"cpf_4656" "urbano" "branca"
"cpf_4657" "urbano" "parda"
"cpf_4658" "urbano" "parda"
"cpf_4659" "urbano" "parda"
"cpf_4660" "rural" "branca"
"cpf_4661" "urbano" "parda"
"cpf_4662" "urbano" "branca"
"cpf_4663" "urbano" "branca"
"cpf_4664" "urbano" "branca"
"cpf_4665" "urbano" "parda"
"cpf_4666" "rural" "parda"
"cpf_4667" "urbano" "branca"
"cpf_4668" "urbano" "parda"
"cpf_4669" "rural" "branca"
"cpf_4670" "urbano" "branca"
"cpf_4671" "urbano" "branca"
"cpf_4672" "urbano" "preta"
"cpf_4673" "urbano" "branca"
"cpf_4674" "urbano" "branca"
"cpf_4675" "urbano" "branca"
"cpf_4676" "urbano" "preta"
"cpf_4677" "urbano" "parda"
"cpf_4678" "urbano" "parda"
"cpf_4679" "urbano" "parda"
"cpf_4680" "urbano" "parda"
"cpf_4681" "urbano" "parda"
"cpf_4682" "rural" "branca"
"cpf_4683" "urbano" "branca"
"cpf_4684" "urbano" "branca"
"cpf_4685" "urbano" "parda"
"cpf_4686" "urbano" "preta"
"cpf_4687" "rural" "parda"
"cpf_4688" "rural" "parda"
"cpf_4689" "urbano" "parda"
"cpf_4690" "rural" "parda"
"cpf_4691" "urbano" "parda"
"cpf_4692" "urbano" "branca"
"cpf_4693" "urbano" "preta"
"cpf_4694" "rural" "branca"
"cpf_4695" "urbano" "parda"
"cpf_4696" "urbano" "parda"
"cpf_4697" "urbano" "parda"
"cpf_4698" "urbano" "preta"
"cpf_4699" "urbano" "parda"
"cpf_4700" "urbano" "preta"
"cpf_4701" "urbano" "parda"
"cpf_4702" "urbano" "branca"
"cpf_4703" "urbano" "branca"
"cpf_4704" "rural" "branca"
"cpf_4705" "urbano" "branca"
"cpf_4706" "urbano" "parda"
"cpf_4707" "rural" "branca"
"cpf_4708" "urbano" "parda"
"cpf_4709" "urbano" "parda"
"cpf_4710" "urbano" "branca"
"cpf_4711" "rural" "parda"
"cpf_4712" "urbano" "branca"
"cpf_4713" "urbano" "branca"
"cpf_4714" "urbano" "parda"
"cpf_4715" "urbano" "branca"
"cpf_4716" "rural" "parda"
"cpf_4717" "urbano" "parda"
"cpf_4718" "urbano" "branca"
"cpf_4719" "urbano" "parda"
"cpf_4720" "urbano" "parda"
"cpf_4721" "urbano" "branca"
"cpf_4722" "urbano" "branca"
"cpf_4723" "urbano" "branca"
"cpf_4724" "rural" "branca"
"cpf_4725" "urbano" "branca"
"cpf_4726" "rural" "preta"
"cpf_4727" "urbano" "parda"
"cpf_4728" "urbano" "preta"
"cpf_4729" "urbano" "branca"
"cpf_4730" "urbano" "branca"
"cpf_4731" "urbano" "parda"
"cpf_4732" "urbano" "branca"
"cpf_4733" "rural" "parda"
"cpf_4734" "urbano" "parda"
"cpf_4735" "urbano" "branca"
"cpf_4736" "urbano" "parda"
"cpf_4737" "urbano" "preta"
"cpf_4738" "urbano" "branca"
"cpf_4739" "urbano" "parda"
"cpf_4740" "urbano" "parda"
"cpf_4741" "urbano" "parda"
"cpf_4742" "rural" "branca"
"cpf_4743" "urbano" "branca"
"cpf_4744" "urbano" "branca"
"cpf_4745" "urbano" "preta"
"cpf_4746" "urbano" "parda"
"cpf_4747" "urbano" "branca"
"cpf_4748" "urbano" "branca"
"cpf_4749" "rural" "branca"
"cpf_4750" "urbano" "branca"
"cpf_4751" "urbano" "branca"
"cpf_4752" "urbano" "branca"
"cpf_4753" "urbano" "branca"
"cpf_4754" "rural" "parda"
"cpf_4755" "urbano" "branca"
"cpf_4756" "urbano" "branca"
"cpf_4757" "urbano" "parda"
"cpf_4758" "urbano" "branca"
"cpf_4759" "urbano" "branca"
"cpf_4760" "urbano" "branca"
"cpf_4761" "rural" "preta"
"cpf_4762" "rural" "branca"
"cpf_4763" "urbano" "branca"
"cpf_4764" "rural" "parda"
"cpf_4765" "urbano" "branca"
"cpf_4766" "urbano" "branca"
"cpf_4767" "urbano" "parda"
"cpf_4768" "rural" "branca"
"cpf_4769" "urbano" "branca"
"cpf_4770" "urbano" "parda"
"cpf_4771" "urbano" "branca"
"cpf_4772" "rural" "parda"
"cpf_4773" "urbano" "parda"
"cpf_4774" "urbano" "parda"
"cpf_4775" "urbano" "branca"
"cpf_4776" "urbano" "branca"
"cpf_4777" "rural" "branca"
"cpf_4778" "urbano" "parda"
"cpf_4779" "urbano" "branca"
"cpf_4780" "urbano" "branca"
"cpf_4781" "urbano" "preta"
"cpf_4782" "urbano" "preta"
"cpf_4783" "rural" "branca"
"cpf_4784" "urbano" "branca"
"cpf_4785" "urbano" "branca"
"cpf_4786" "urbano" "parda"
"cpf_4787" "urbano" "parda"
"cpf_4788" "rural" "branca"
"cpf_4789" "urbano" "branca"
"cpf_4790" "rural" "branca"
"cpf_4791" "urbano" "branca"
"cpf_4792" "urbano" "preta"
"cpf_4793" "urbano" "branca"
"cpf_4794" "urbano" "branca"
"cpf_4795" "urbano" "preta"
"cpf_4796" "urbano" "parda"
"cpf_4797" "urbano" "parda"
"cpf_4798" "urbano" "parda"
"cpf_4799" "rural" "branca"
"cpf_4800" "urbano" "parda"
"cpf_4801" "urbano" "parda"
"cpf_4802" "urbano" "parda"
"cpf_4803" "urbano" "branca"
"cpf_4804" "rural" "parda"
"cpf_4805" "urbano" "branca"
"cpf_4806" "urbano" "branca"
"cpf_4807" "urbano" "branca"
"cpf_4808" "urbano" "parda"
"cpf_4809" "urbano" "parda"
"cpf_4810" "urbano" "branca"
"cpf_4811" "urbano" "branca"
"cpf_4812" "urbano" "branca"
"cpf_4813" "rural" "parda"
"cpf_4814" "rural" "parda"
"cpf_4815" "urbano" "branca"
"cpf_4816" "urbano" "parda"
"cpf_4817" "urbano" "branca"
"cpf_4818" "urbano" "branca"
"cpf_4819" "urbano" "branca"
"cpf_4820" "urbano" "parda"
"cpf_4821" "urbano" "parda"
"cpf_4822" "urbano" "parda"
"cpf_4823" "urbano" "parda"
"cpf_4824" "rural" "parda"
"cpf_4825" "rural" "parda"
"cpf_4826" "urbano" "branca"
"cpf_4827" "urbano" "parda"
"cpf_4828" "rural" "branca"
"cpf_4829" "urbano" "branca"
"cpf_4830" "urbano" "preta"
"cpf_4831" "urbano" "parda"
"cpf_4832" "urbano" "parda"
"cpf_4833" "urbano" "parda"
"cpf_4834" "urbano" "parda"
"cpf_4835" "urbano" "parda"
"cpf_4836" "urbano" "parda"
"cpf_4837" "urbano" "branca"
"cpf_4838" "urbano" "parda"
"cpf_4839" "urbano" "parda"
"cpf_4840" "urbano" "branca"
"cpf_4841" "urbano" "parda"
"cpf_4842" "urbano" "parda"
"cpf_4843" "urbano" "parda"
"cpf_4844" "rural" "branca"
"cpf_4845" "urbano" "branca"
"cpf_4846" "urbano" "parda"
"cpf_4847" "urbano" "parda"
"cpf_4848" "urbano" "branca"
"cpf_4849" "urbano" "parda"
"cpf_4850" "urbano" "parda"
"cpf_4851" "rural" "parda"
"cpf_4852" "urbano" "parda"
"cpf_4853" "urbano" "branca"
"cpf_4854" "urbano" "branca"
"cpf_4855" "urbano" "branca"
"cpf_4856" "urbano" "parda"
"cpf_4857" "urbano" "branca"
"cpf_4858" "rural" "branca"
"cpf_4859" "rural" "parda"
"cpf_4860" "urbano" "branca"
"cpf_4861" "urbano" "parda"
"cpf_4862" "urbano" "branca"
"cpf_4863" "urbano" "preta"
"cpf_4864" "urbano" "parda"
"cpf_4865" "urbano" "branca"
"cpf_4866" "rural" "branca"
"cpf_4867" "urbano" "branca"
"cpf_4868" "urbano" "branca"
"cpf_4869" "rural" "branca"
"cpf_4870" "urbano" "parda"
"cpf_4871" "urbano" "branca"
"cpf_4872" "urbano" "preta"
"cpf_4873" "urbano" "parda"
"cpf_4874" "urbano" "preta"
"cpf_4875" "urbano" "parda"
"cpf_4876" "urbano" "parda"
"cpf_4877" "urbano" "branca"
"cpf_4878" "urbano" "preta"
"cpf_4879" "urbano" "branca"
"cpf_4880" "urbano" "parda"
"cpf_4881" "rural" "parda"
"cpf_4882" "urbano" "branca"
"cpf_4883" "urbano" "parda"
"cpf_4884" "urbano" "branca"
"cpf_4885" "urbano" "parda"
"cpf_4886" "urbano" "parda"
"cpf_4887" "urbano" "branca"
"cpf_4888" "urbano" "branca"
"cpf_4889" "rural" "branca"
"cpf_4890" "urbano" "parda"
"cpf_4891" "urbano" "parda"
"cpf_4892" "urbano" "branca"
"cpf_4893" "rural" "branca"
"cpf_4894" "urbano" "parda"
"cpf_4895" "urbano" "branca"
"cpf_4896" "urbano" "parda"
"cpf_4897" "urbano" "branca"
"cpf_4898" "urbano" "branca"
"cpf_4899" "urbano" "branca"
"cpf_4900" "rural" "parda"
"cpf_4901" "urbano" "parda"
"cpf_4902" "urbano" "preta"
"cpf_4903" "urbano" "parda"
"cpf_4904" "urbano" "branca"
"cpf_4905" "urbano" "branca"
"cpf_4906" "urbano" "parda"
"cpf_4907" "urbano" "branca"
"cpf_4908" "urbano" "branca"
"cpf_4909" "urbano" "branca"
"cpf_4910" "urbano" "parda"
"cpf_4911" "urbano" "parda"
"cpf_4912" "urbano" "parda"
"cpf_4913" "rural" "parda"
"cpf_4914" "urbano" "branca"
"cpf_4915" "rural" "branca"
"cpf_4916" "urbano" "branca"
"cpf_4917" "rural" "branca"
"cpf_4918" "urbano" "branca"
"cpf_4919" "urbano" "parda"
"cpf_4920" "urbano" "parda"
"cpf_4921" "urbano" "branca"
"cpf_4922" "urbano" "branca"
"cpf_4923" "urbano" "branca"
"cpf_4924" "urbano" "parda"
"cpf_4925" "urbano" "preta"
"cpf_4926" "urbano" "parda"
"cpf_4927" "urbano" "parda"
"cpf_4928" "urbano" "branca"
"cpf_4929" "urbano" "branca"
"cpf_4930" "urbano" "preta"
"cpf_4931" "rural" "parda"
"cpf_4932" "rural" "branca"
"cpf_4933" "urbano" "preta"
"cpf_4934" "urbano" "parda"
"cpf_4935" "urbano" "branca"
"cpf_4936" "urbano" "branca"
"cpf_4937" "urbano" "parda"
"cpf_4938" "urbano" "parda"
"cpf_4939" "urbano" "parda"
"cpf_4940" "urbano" "branca"
"cpf_4941" "urbano" "branca"
"cpf_4942" "urbano" "branca"
"cpf_4943" "urbano" "branca"
"cpf_4944" "rural" "branca"
"cpf_4945" "urbano" "parda"
"cpf_4946" "urbano" "parda"
"cpf_4947" "urbano" "parda"
"cpf_4948" "urbano" "parda"
"cpf_4949" "urbano" "preta"
"cpf_4950" "urbano" "branca"
"cpf_4951" "urbano" "parda"
"cpf_4952" "urbano" "parda"
"cpf_4953" "urbano" "parda"
"cpf_4954" "urbano" "branca"
"cpf_4955" "urbano" "parda"
"cpf_4956" "urbano" "branca"
"cpf_4957" "urbano" "parda"
"cpf_4958" "urbano" "branca"
"cpf_4959" "urbano" "parda"
"cpf_4960" "urbano" "branca"
"cpf_4961" "urbano" "parda"
"cpf_4962" "urbano" "parda"
"cpf_4963" "urbano" "parda"
"cpf_4964" "urbano" "branca"
"cpf_4965" "rural" "parda"
"cpf_4966" "urbano" "branca"
"cpf_4967" "urbano" "branca"
"cpf_4968" "rural" "parda"
"cpf_4969" "urbano" "branca"
"cpf_4970" "urbano" "branca"
"cpf_4971" "urbano" "branca"
"cpf_4972" "rural" "parda"
"cpf_4973" "urbano" "branca"
"cpf_4974" "rural" "branca"
"cpf_4975" "urbano" "parda"
"cpf_4976" "rural" "parda"
"cpf_4977" "rural" "preta"
"cpf_4978" "urbano" "parda"
"cpf_4979" "urbano" "parda"
"cpf_4980" "urbano" "branca"
"cpf_4981" "urbano" "branca"
"cpf_4982" "urbano" "branca"
"cpf_4983" "urbano" "branca"
"cpf_4984" "urbano" "branca"
"cpf_4985" "urbano" "branca"
"cpf_4986" "urbano" "branca"
"cpf_4987" "urbano" "parda"
"cpf_4988" "urbano" "branca"
"cpf_4989" "urbano" "branca"
"cpf_4990" "urbano" "branca"
"cpf_4991" "urbano" "parda"
"cpf_4992" "urbano" "preta"
"cpf_4993" "urbano" "branca"
"cpf_4994" "rural" "preta"
"cpf_4995" "rural" "branca"
"cpf_4996" "urbano" "parda"
"cpf_4997" "urbano" "parda"
"cpf_4998" "urbano" "parda"
"cpf_4999" "urbano" "parda"
"cpf_5000" "urbano" "parda"
"cpf_5001" "urbano" "parda"
"cpf_5002" "urbano" "branca"
"cpf_5003" "urbano" "branca"
"cpf_5004" "urbano" "branca"
"cpf_5005" "urbano" "branca"
"cpf_5006" "rural" "branca"
"cpf_5007" "urbano" "branca"
"cpf_5008" "urbano" "parda"
"cpf_5009" "urbano" "parda"
"cpf_5010" "rural" "parda"
"cpf_5011" "urbano" "parda"
"cpf_5012" "urbano" "parda"
"cpf_5013" "rural" "branca"
"cpf_5014" "rural" "branca"
"cpf_5015" "urbano" "branca"
"cpf_5016" "urbano" "branca"
"cpf_5017" "urbano" "branca"
"cpf_5018" "rural" "branca"
"cpf_5019" "urbano" "parda"
"cpf_5020" "urbano" "branca"
"cpf_5021" "rural" "branca"
"cpf_5022" "urbano" "branca"
"cpf_5023" "rural" "branca"
"cpf_5024" "urbano" "branca"
"cpf_5025" "urbano" "parda"
"cpf_5026" "urbano" "branca"
"cpf_5027" "rural" "parda"
"cpf_5028" "urbano" "parda"
"cpf_5029" "urbano" "branca"
"cpf_5030" "urbano" "parda"
"cpf_5031" "urbano" "branca"
"cpf_5032" "urbano" "branca"
"cpf_5033" "urbano" "parda"
"cpf_5034" "urbano" "parda"
"cpf_5035" "urbano" "branca"
"cpf_5036" "urbano" "parda"
"cpf_5037" "urbano" "branca"
"cpf_5038" "urbano" "parda"
"cpf_5039" "urbano" "parda"
"cpf_5040" "rural" "parda"
"cpf_5041" "urbano" "parda"
"cpf_5042" "urbano" "parda"
"cpf_5043" "urbano" "parda"
"cpf_5044" "urbano" "parda"
"cpf_5045" "urbano" "parda"
"cpf_5046" "urbano" "preta"
"cpf_5047" "urbano" "branca"
"cpf_5048" "urbano" "preta"
"cpf_5049" "rural" "parda"
"cpf_5050" "urbano" "parda"
"cpf_5051" "urbano" "parda"
"cpf_5052" "urbano" "parda"
"cpf_5053" "rural" "preta"
"cpf_5054" "urbano" "preta"
"cpf_5055" "urbano" "branca"
"cpf_5056" "urbano" "branca"
"cpf_5057" "urbano" "parda"
"cpf_5058" "rural" "parda"
"cpf_5059" "urbano" "branca"
"cpf_5060" "urbano" "parda"
"cpf_5061" "urbano" "parda"
"cpf_5062" "urbano" "branca"
"cpf_5063" "urbano" "branca"
"cpf_5064" "urbano" "parda"
"cpf_5065" "urbano" "parda"
"cpf_5066" "urbano" "branca"
"cpf_5067" "urbano" "parda"
"cpf_5068" "urbano" "branca"
"cpf_5069" "urbano" "branca"
"cpf_5070" "urbano" "branca"
"cpf_5071" "urbano" "preta"
"cpf_5072" "urbano" "branca"
"cpf_5073" "urbano" "branca"
"cpf_5074" "urbano" "parda"
"cpf_5075" "urbano" "parda"
"cpf_5076" "rural" "branca"
"cpf_5077" "urbano" "branca"
"cpf_5078" "urbano" "branca"
"cpf_5079" "urbano" "preta"
"cpf_5080" "urbano" "preta"
"cpf_5081" "urbano" "parda"
"cpf_5082" "rural" "preta"
"cpf_5083" "urbano" "parda"
"cpf_5084" "urbano" "parda"
"cpf_5085" "urbano" "parda"
"cpf_5086" "rural" "parda"
"cpf_5087" "urbano" "parda"
"cpf_5088" "urbano" "branca"
"cpf_5089" "urbano" "parda"
"cpf_5090" "urbano" "parda"
"cpf_5091" "urbano" "preta"
"cpf_5092" "urbano" "branca"
"cpf_5093" "urbano" "branca"
"cpf_5094" "urbano" "branca"
"cpf_5095" "rural" "parda"
"cpf_5096" "urbano" "branca"
"cpf_5097" "rural" "branca"
"cpf_5098" "urbano" "parda"
"cpf_5099" "rural" "branca"
"cpf_5100" "urbano" "branca"
"cpf_5101" "urbano" "preta"
"cpf_5102" "urbano" "branca"
"cpf_5103" "urbano" "parda"
"cpf_5104" "urbano" "branca"
"cpf_5105" "urbano" "parda"
"cpf_5106" "rural" "parda"
"cpf_5107" "urbano" "parda"
"cpf_5108" "rural" "parda"
"cpf_5109" "urbano" "branca"
"cpf_5110" "urbano" "preta"
"cpf_5111" "urbano" "parda"
"cpf_5112" "urbano" "parda"
"cpf_5113" "urbano" "parda"
"cpf_5114" "urbano" "branca"
"cpf_5115" "urbano" "branca"
"cpf_5116" "urbano" "branca"
"cpf_5117" "urbano" "branca"
"cpf_5118" "rural" "parda"
"cpf_5119" "urbano" "branca"
"cpf_5120" "urbano" "parda"
"cpf_5121" "urbano" "branca"
"cpf_5122" "urbano" "parda"
"cpf_5123" "urbano" "parda"
"cpf_5124" "urbano" "parda"
"cpf_5125" "urbano" "parda"
"cpf_5126" "urbano" "parda"
"cpf_5127" "urbano" "branca"
"cpf_5128" "rural" "branca"
"cpf_5129" "urbano" "parda"
"cpf_5130" "urbano" "branca"
"cpf_5131" "urbano" "parda"
"cpf_5132" "urbano" "branca"
"cpf_5133" "urbano" "branca"
"cpf_5134" "urbano" "branca"
"cpf_5135" "rural" "parda"
"cpf_5136" "urbano" "branca"
"cpf_5137" "urbano" "parda"
"cpf_5138" "urbano" "branca"
"cpf_5139" "urbano" "parda"
"cpf_5140" "urbano" "branca"
"cpf_5141" "urbano" "parda"
"cpf_5142" "urbano" "branca"
"cpf_5143" "urbano" "parda"
"cpf_5144" "rural" "branca"
"cpf_5145" "urbano" "branca"
"cpf_5146" "urbano" "branca"
"cpf_5147" "urbano" "parda"
"cpf_5148" "urbano" "branca"
"cpf_5149" "urbano" "parda"
"cpf_5150" "urbano" "branca"
"cpf_5151" "urbano" "parda"
"cpf_5152" "urbano" "branca"
"cpf_5153" "rural" "branca"
"cpf_5154" "rural" "preta"
"cpf_5155" "urbano" "branca"
"cpf_5156" "urbano" "parda"
"cpf_5157" "urbano" "branca"
"cpf_5158" "urbano" "branca"
"cpf_5159" "urbano" "parda"
"cpf_5160" "urbano" "branca"
"cpf_5161" "urbano" "branca"
"cpf_5162" "urbano" "branca"
"cpf_5163" "rural" "parda"
"cpf_5164" "urbano" "branca"
"cpf_5165" "urbano" "branca"
"cpf_5166" "rural" "parda"
"cpf_5167" "urbano" "branca"
"cpf_5168" "urbano" "parda"
"cpf_5169" "urbano" "branca"
"cpf_5170" "urbano" "branca"
"cpf_5171" "urbano" "branca"
"cpf_5172" "urbano" "branca"
"cpf_5173" "rural" "preta"
"cpf_5174" "urbano" "branca"
"cpf_5175" "urbano" "branca"
"cpf_5176" "urbano" "parda"
"cpf_5177" "urbano" "branca"
"cpf_5178" "urbano" "parda"
"cpf_5179" "urbano" "parda"
"cpf_5180" "urbano" "branca"
"cpf_5181" "urbano" "parda"
"cpf_5182" "rural" "branca"
"cpf_5183" "urbano" "branca"
"cpf_5184" "rural" "parda"
"cpf_5185" "urbano" "parda"
"cpf_5186" "urbano" "preta"
"cpf_5187" "urbano" "preta"
"cpf_5188" "urbano" "branca"
"cpf_5189" "urbano" "branca"
"cpf_5190" "urbano" "parda"
"cpf_5191" "urbano" "parda"
"cpf_5192" "urbano" "parda"
"cpf_5193" "urbano" "preta"
"cpf_5194" "urbano" "branca"
"cpf_5195" "rural" "parda"
"cpf_5196" "rural" "branca"
"cpf_5197" "urbano" "parda"
"cpf_5198" "urbano" "parda"
"cpf_5199" "urbano" "preta"
"cpf_5200" "urbano" "parda"
"cpf_5201" "urbano" "branca"
"cpf_5202" "rural" "parda"
"cpf_5203" "urbano" "parda"
"cpf_5204" "rural" "parda"
"cpf_5205" "rural" "parda"
"cpf_5206" "rural" "preta"
"cpf_5207" "rural" "branca"
"cpf_5208" "urbano" "parda"
"cpf_5209" "urbano" "preta"
"cpf_5210" "urbano" "branca"
"cpf_5211" "rural" "branca"
"cpf_5212" "rural" "branca"
"cpf_5213" "urbano" "parda"
"cpf_5214" "urbano" "branca"
"cpf_5215" "urbano" "branca"
"cpf_5216" "urbano" "parda"
"cpf_5217" "urbano" "parda"
"cpf_5218" "urbano" "parda"
"cpf_5219" "urbano" "parda"
"cpf_5220" "urbano" "branca"
"cpf_5221" "rural" "branca"
"cpf_5222" "urbano" "branca"
"cpf_5223" "urbano" "parda"
"cpf_5224" "rural" "parda"
"cpf_5225" "urbano" "parda"
"cpf_5226" "rural" "parda"
"cpf_5227" "urbano" "preta"
"cpf_5228" "urbano" "parda"
"cpf_5229" "urbano" "branca"
"cpf_5230" "rural" "branca"
"cpf_5231" "urbano" "parda"
"cpf_5232" "urbano" "branca"
"cpf_5233" "urbano" "parda"
"cpf_5234" "rural" "parda"
"cpf_5235" "urbano" "parda"
"cpf_5236" "urbano" "branca"
"cpf_5237" "urbano" "preta"
"cpf_5238" "urbano" "branca"
"cpf_5239" "urbano" "branca"
"cpf_5240" "urbano" "parda"
"cpf_5241" "urbano" "branca"
"cpf_5242" "urbano" "parda"
"cpf_5243" "urbano" "preta"
"cpf_5244" "urbano" "branca"
"cpf_5245" "rural" "preta"
"cpf_5246" "urbano" "parda"
"cpf_5247" "urbano" "parda"
"cpf_5248" "urbano" "parda"
"cpf_5249" "urbano" "branca"
"cpf_5250" "urbano" "preta"
"cpf_5251" "urbano" "parda"
"cpf_5252" "urbano" "parda"
"cpf_5253" "urbano" "parda"
"cpf_5254" "urbano" "branca"
"cpf_5255" "urbano" "parda"
"cpf_5256" "rural" "branca"
"cpf_5257" "urbano" "parda"
"cpf_5258" "urbano" "parda"
"cpf_5259" "urbano" "branca"
"cpf_5260" "urbano" "parda"
"cpf_5261" "urbano" "parda"
"cpf_5262" "rural" "parda"
"cpf_5263" "urbano" "branca"
"cpf_5264" "urbano" "branca"
"cpf_5265" "rural" "parda"
"cpf_5266" "urbano" "branca"
"cpf_5267" "urbano" "branca"
"cpf_5268" "urbano" "preta"
"cpf_5269" "urbano" "parda"
"cpf_5270" "urbano" "branca"
"cpf_5271" "urbano" "branca"
"cpf_5272" "urbano" "branca"
"cpf_5273" "urbano" "parda"
"cpf_5274" "urbano" "parda"
"cpf_5275" "rural" "branca"
"cpf_5276" "urbano" "parda"
"cpf_5277" "rural" "parda"
"cpf_5278" "urbano" "parda"
"cpf_5279" "urbano" "branca"
"cpf_5280" "urbano" "parda"
"cpf_5281" "urbano" "parda"
"cpf_5282" "urbano" "preta"
"cpf_5283" "urbano" "parda"
"cpf_5284" "urbano" "parda"
"cpf_5285" "urbano" "parda"
"cpf_5286" "urbano" "branca"
"cpf_5287" "urbano" "preta"
"cpf_5288" "rural" "parda"
"cpf_5289" "urbano" "parda"
"cpf_5290" "urbano" "parda"
"cpf_5291" "urbano" "parda"
"cpf_5292" "urbano" "preta"
"cpf_5293" "urbano" "branca"
"cpf_5294" "rural" "parda"
"cpf_5295" "urbano" "branca"
"cpf_5296" "urbano" "parda"
"cpf_5297" "urbano" "branca"
"cpf_5298" "urbano" "parda"
"cpf_5299" "urbano" "branca"
"cpf_5300" "urbano" "branca"
"cpf_5301" "urbano" "branca"
"cpf_5302" "urbano" "branca"
"cpf_5303" "urbano" "parda"
"cpf_5304" "urbano" "branca"
"cpf_5305" "urbano" "branca"
"cpf_5306" "urbano" "branca"
"cpf_5307" "urbano" "parda"
"cpf_5308" "urbano" "parda"
"cpf_5309" "urbano" "branca"
"cpf_5310" "urbano" "parda"
"cpf_5311" "urbano" "parda"
"cpf_5312" "urbano" "branca"
"cpf_5313" "urbano" "preta"
"cpf_5314" "urbano" "branca"
"cpf_5315" "urbano" "parda"
"cpf_5316" "urbano" "branca"
"cpf_5317" "urbano" "branca"
"cpf_5318" "urbano" "branca"
"cpf_5319" "urbano" "parda"
"cpf_5320" "urbano" "parda"
"cpf_5321" "urbano" "parda"
"cpf_5322" "urbano" "parda"
"cpf_5323" "urbano" "parda"
"cpf_5324" "urbano" "branca"
"cpf_5325" "urbano" "preta"
"cpf_5326" "urbano" "parda"
"cpf_5327" "urbano" "parda"
"cpf_5328" "urbano" "branca"
"cpf_5329" "urbano" "branca"
"cpf_5330" "urbano" "parda"
"cpf_5331" "rural" "preta"
"cpf_5332" "rural" "branca"
"cpf_5333" "urbano" "parda"
"cpf_5334" "rural" "parda"
"cpf_5335" "urbano" "parda"
"cpf_5336" "urbano" "parda"
"cpf_5337" "urbano" "branca"
"cpf_5338" "urbano" "branca"
"cpf_5339" "urbano" "branca"
"cpf_5340" "urbano" "parda"
"cpf_5341" "urbano" "preta"
"cpf_5342" "urbano" "branca"
"cpf_5343" "rural" "parda"
"cpf_5344" "urbano" "branca"
